0.000000,0.000000,0.000000
9.731541,10.606200,8.613516
19.167377,20.890117,16.965300
28.020838,30.539317,24.801617
36.022885,39.260579,31.884335
42.930409,46.788942,37.998277
48.533503,52.895636,42.957650
52.661941,57.395132,46.611785
55.190266,60.150700,48.849639
56.041666,61.078623,49.603224
56.041666,61.078623,49.603224
56.039048,61.075769,49.600907
56.000529,61.033789,49.566814
55.839487,60.858273,49.424274
55.427747,60.409526,49.059837
54.614920,59.523643,48.340393
53.248231,58.034117,47.130718
51.189627,55.790489,45.308621
48.328811,52.672546,42.776474
44.591973,48.599845,39.468948
56.041666,61.078623,49.603224
55.190266,60.150700,48.849639
52.661941,57.395132,46.611785
48.533503,52.895636,42.957650
42.930409,46.788942,37.998277
36.022885,39.260579,31.884335
28.020838,30.539317,24.801617
19.167377,20.890117,16.965300
9.731541,10.606200,8.613516
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
9.731541,10.606200,8.613516
19.167377,20.890117,16.965300
28.020838,30.539317,24.801617
36.022885,39.260579,31.884335
42.930409,46.788942,37.998277
48.533503,52.895636,42.957650
52.661941,57.395132,46.611785
55.190266,60.150700,48.849639
56.041666,61.078623,49.603224
52.585575,57.311902,46.544192
54.770794,59.693526,48.478358
55.860800,60.881501,49.443138
55.986792,61.018816,49.554654
55.341268,60.315273,48.983293
54.174009,59.043103,47.950136
52.780095,57.523906,46.716365
51.474483,56.100948,45.560751
50.548856,55.092125,44.741465
56.041666,61.078623,49.603224
44.591973,48.599845,39.468948
44.358554,48.345447,39.262347
43.650266,47.573499,38.635432
42.444367,46.259215,37.568074
40.707271,44.365991,36.030547
38.400260,41.851629,33.988582
35.486280,38.675743,31.409378
31.936824,34.807267,28.267708
27.738322,30.231408,24.551558
22.897293,24.955274,20.266699
