0.000000,0.000000,0.000000
9.755153,8.580765,7.783470
19.213884,16.900792,15.330429
28.088827,24.707312,22.411595
36.110290,31.763099,28.811783
43.034574,37.853793,34.336551
48.651263,42.794309,38.818011
52.789717,46.434549,42.120013
55.324177,48.663894,44.142215
56.177643,49.414614,44.823181
56.177643,49.414614,44.823181
56.175018,49.412306,44.821087
56.136407,49.378342,44.790279
55.974974,49.236344,44.661475
55.562235,48.873293,44.332157
54.747436,48.156585,43.682043
53.377430,46.951509,42.588939
51.313832,45.136340,40.942429
48.446074,42.613822,38.654294
44.700169,39.318873,35.665500
56.177643,49.414614,44.823181
55.324177,48.663894,44.142215
52.789717,46.434549,42.120013
48.651263,42.794309,38.818011
43.034574,37.853793,34.336551
36.110290,31.763099,28.811783
28.088827,24.707312,22.411595
19.213884,16.900792,15.330429
9.755153,8.580765,7.783470
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
9.755153,8.580765,7.783470
19.213884,16.900792,15.330429
28.088827,24.707312,22.411595
36.110290,31.763099,28.811783
43.034574,37.853793,34.336551
48.651263,42.794309,38.818011
52.789717,46.434549,42.120013
55.324177,48.663894,44.142215
56.177643,49.414614,44.823181
52.713166,46.367214,42.058934
54.903687,48.294026,43.806713
55.996339,49.255137,44.678521
56.122636,49.366229,44.779292
55.475545,48.797040,44.262989
54.305454,47.767812,43.329394
52.908159,46.538732,42.214515
51.599379,45.387511,41.170263
50.671505,44.571341,40.429928
56.177643,49.414614,44.823181
44.700169,39.318873,35.665500
44.466184,39.113056,35.478808
43.756177,38.488525,34.912306
42.547352,37.425226,33.947805
40.806041,35.893546,32.558443
38.493433,33.859344,30.713252
35.572382,31.289948,28.382596
32.014314,28.160224,25.543674
27.805625,24.458203,22.185633
22.952850,20.189637,18.313686
