0.000000,0.000000,0.000000
7.632791,8.225703,6.814588
15.033650,16.201459,13.422107
21.977731,23.684955,19.621813
28.254019,30.448783,25.225310
33.671834,36.287451,30.062358
38.066538,41.023535,33.985968
41.304617,44.513146,36.876939
43.287672,46.650244,38.647419
43.955455,47.369900,39.243618
43.955455,47.369900,39.243618
43.953401,47.367687,39.241785
43.923190,47.335129,39.214812
43.796879,47.199007,39.102041
43.473937,46.850978,38.813717
42.836408,46.163926,38.244528
41.764465,45.008715,37.287493
40.149830,43.268656,35.845940
37.905991,40.850516,33.842631
34.975057,37.691908,31.225880
43.955455,47.369900,39.243618
43.287672,46.650244,38.647419
41.304617,44.513146,36.876939
38.066538,41.023535,33.985968
33.671834,36.287451,30.062358
28.254019,30.448783,25.225310
21.977731,23.684955,19.621813
15.033650,16.201459,13.422107
7.632791,8.225703,6.814588
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
7.632791,8.225703,6.814588
15.033650,16.201459,13.422107
21.977731,23.684955,19.621813
28.254019,30.448783,25.225310
33.671834,36.287451,30.062358
38.066538,41.023535,33.985968
41.304617,44.513146,36.876939
43.287672,46.650244,38.647419
43.955455,47.369900,39.243618
41.244721,44.448597,36.823463
42.958665,46.295680,38.353680
43.813596,47.217022,39.116966
43.912415,47.323517,39.205192
43.406108,46.777880,38.753159
42.490586,45.791241,37.935777
41.397290,44.613018,36.959678
40.373253,43.509434,36.045413
39.647250,42.727036,35.397235
43.955455,47.369900,39.243618
34.975057,37.691908,31.225880
34.791978,37.494608,31.062427
34.236443,36.895919,30.566443
33.290614,35.876618,29.722003
31.928148,34.408316,28.505587
30.118678,32.458288,26.890085
27.833141,29.995210,24.849547
25.049177,26.994989,22.364013
21.756144,23.446154,19.423978
17.959154,19.354215,16.034010
